overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
3.0,False,"07 28, 2015",A1CEG62GJ3BI5U,B00X7X2K6E,{'Color:': ' 01 Blue'},datura2002,"This Five Star Advance 3-subject spiral notebook has thick plastic durable covers. I like the wide elastic loop on the front cover for a pen or pencil; it will hold a standard sized pen or pencil pretty tightly.

The three movable tabbed dividers to separate subjects are an excellent idea. The dividers are color-coded, even, so that it's easy to remember which subject is where. As every student knows, some subjects end up having acres of notes while others don't require much; it really depends on the class and the teacher's use of handouts. Thus movable dividers are brilliant.

The pages are college ruled and it's great they are pre-punched with three holes for easy transfer to a binder if necessary.

While the covers and the dividers themselves are very sturdy, the folders or pockets attached to the dividers are pretty flimsy, and unequal to the task of holding a lot of handouts. They will also rip easily and won't be in good shape by the end of a semester.

Paper quality is on the thin side, but that's par for the course with school notebooks. While I like how the spiral spine is covered in cloth (they call it a Spiral Guard) to prevented dreaded snags, the stitching is weak and sloppy. The stitches are very loosely spaced. Further use (just carrying the notebook around) will certainly cause more stitches to loosen.

In the end, it's up to you whether the excellent positives (dividers, pre-punched perforated pages) outweigh the drawbacks (corners cut on the stitching of the Spiral Guard, flimsy pockets on the dividers).","great dividers, not-so-great stitching on the Spiral Guard,",1438041600,,
3.0,True,"07 8, 2015",A2XK1HDE0ZVCWQ,B00GDDUOQS,{'Style:': ' Floral Accents'},Pen named Pen,Bought this to go w. the storage box.  The bottom magnet has already come undone. I had to reapply adhesive.  I used my permanent sticky tape (I usually use this for crafting-making greeting cards) and then clear tape OVER the magnet to make sure it stays on. Hopefully it will.,Nice design but one of the magnets fell off.,1436313600,,
3.0,True,"10 1, 2016",A3QLFQK37GYELN,B001DKMZ3G,{'Style Name:': ' 50 Count'},EVE,"Colors are pretty but the pencils themselves are scratchy and don't lay down very well. You're better off with crayons or Crayola pencils! Gave it a 2 for the color choices now if they can work on pigment and consistency then it would be something. I know I can't expect much but I just got the Faber Castell Triangular Eco pencils and they are much better. Okay came back to say that after using more of the pencils I realize that only a few are scratchy and the rest are smooth (possibly bad batch) but again the pigment is weak but for the price, colors and amount you get it's pretty good if you can't afford better and also you get more colors then the brands I mentioned before.",Colors are pretty but the pencils themselves are scratchy and don't lay ...,1475280000,,
3.0,True,"04 25, 2016",A10AWQ779C9MPC,B00TQ3272G,{'Size:': ' 1'},Amazon Customer,"Good, what I expected",none,1461542400,,
3.0,True,"05 3, 2015",A957NEOHG1YVM,B000GOZRKS,{'Color:': ' Red'},Julie R,"Okay, this thing is awesome but terrible. It works perfectly as a stapler. However, if you open it up to use it for bulletin boards, you have to hold it together so the staples don't fall out. This was easy to get used to, and you can imagine how awesome it is if I'm willing to use it that way! If you hold it together as you use it, it's a dream come true for bulletin boards.",awesome and terrible,1430611200,,
3.0,True,"02 16, 2013",A1GCIZJ0JRC4OY,B005MECQ5G,,Thomas Pearson,"It could last a little longer. Lexmark should inform you that you can't refill these cartridges. If you don't  print a lot, remove the in, place the cap on it, place it in a ziplock sandwich bag and put it in the refrigerator or it will dry up in your printer.",Almost works as advertised,1360972800,10,
3.0,False,"02 19, 2011",A3R19YKNL641X3,B001DJ80RC,,Thomas Duff,"I recently received a Fellowes Smart Suites Corner Monitor Riser via the Amazon Vine Review program.  When I chose this item, I was thinking that it would be nice to reclaim a bit of my desk space by having room underneath the monitor to store more clutter.  But overall, my impression is mixed.  It does what it's meant to do, but I didn't feel like it was a step up from my current configuration.

In terms of design, the black molded plastic is OK, but the milky plastic overlay that covers the support structure looks and feels somewhat cheap.  It comes with additional rubber feet you can use to adjust the height of the stand, but I didn't use them as it would have made the monitor a whole lot higher than it currently is.  The unit comes with ""directions"" on how to assemble it, but I certainly had problems making heads or tails of what they were trying to convey.  Granted, I don't think you *need* directions to use this, but the pictures-only instructions did more to confuse than clarify.

My biggest issue was the footprint of the stand.  Since I had my monitor set back to the edge of the desk, I really didn't want to bring it forward much.  But given the way the three legs of the stand flare out, you can pretty much figure that the monitor will end up somewhat closer to your face than you previously had it.  Furthermore, it's much wider and deeper than my current monitor base, so some things had to be spread out a bit more than they had been before.  Granted, you get some of that space back under the monitor, but things like speakers and such will end up in different places.  When I stood back to look at how things had to be placed to make it work, I wasn't thrilled with the arrangement, and went back to my previous layout.

Obviously, your mileage will vary based on what you have on your desk, whether you need your monitor to be higher than it currently is, etc.  But at least for me, this riser didn't offer enough advantages to cause me to stick with it.

Disclosure:
Obtained From: Amazon Vine Review Program
Payment: Free","It does what it says it does, but it's not for me...",1298073600,3,
3.0,True,"04 3, 2018",A24RG52NEZLZNW,B015PXX78S,{'Size:': ' 200 Labels'},Amazon Customer,Would prefer if it was stickier and easier to get off the backing paper but they are OK.  Will try a different one next time though.,Just OK,1522713600,,
3.0,True,"03 10, 2012",A1NHJ0LR0ONLGG,B00006IFGQ,"{'Size:': ' 8-Count', 'Color:': ' Assorted Colors (Pouch)'}",spacekitty33313,"I bought these markers to use on my dry erase calender that is on my fridge at home. I love how they don't smear, so I can fill in the numbers of the month and then later on add things on it and my palm won't smear the marker. To erase the marker you definitely need a wet paper cloth and then it comes off easily.
The only downside I found was that they are VERY fine point tips. The write very thin and lightly so it was a bit difficult to read from a distance.
Other than that they are great!",Won't smear...,1331337600,38,
3.0,True,"12 9, 2013",A3ITQZM1356GQA,B005NCN5XO,,SunJuveee,"These work, they are cute, a bit overpriced and they hold stuff on my cork board.  Exactly what I would expect.",Predictably Push Pins,1386547200,,
3.0,True,"07 29, 2014",A1PUHQPOAB536V,B0017H7WSS,,Nobody in particular,"I had one of the originals of these pens and it was all metal. These have plastic threads. Not as study but very comfortable in the hand. Won't slip, and that's important where I use pens. Not my favorite but a very good pen. Worth the money.","Nice, for every day use, and getting ahrd to find.",1406592000,,
3.0,False,"03 28, 2014",A3BZCJS4NORJQW,B009KB87U0,{'Color:': ' Blue'},Avid Reader,"This board is... okay. The quality is okay. I've had it and used it for a few weeks, and the marker works well and erases well, but it's already beginning to dry out. the two provided magnets aren't terribly strong, although that's a problem that's easy to remedy with your own magnets. The strip of cork - well, you see where I'm going with this. It's okay. My biggest problem lies with the mounting on the back, which is cheap-cheap-cheap. That alone keeps me from recommending this product more highly, and it made me consider a two-star rating.","You get what you pay for. (In this case, not terribly much.)",1395964800,,
3.0,True,"01 10, 2016",A1CYUYR3IPPF3N,B00QG8J1YQ,,RealReviewsBYTruGeek,"After almost 1 year, it seems to work well with fresh batteries, but the battery compartment is weak and come apart when dropped.  It does respond from just about everywhere in my 2 story colonial style house.",Works as advertised in a regular home setting,1452384000,,
3.0,True,"07 13, 2016",A42R1YNTVYE15,B005P95ZKG,,Jamie A.,"I'm actually pretty disappointed that this is such a cheap plastic. The sign is also so tiny that I don't think anyone's going to actually see it on our front door. I'm pretty disappointed considering I had high hopes for this sign. Considering our front door faces east, I don't think it's going to even stay attached to the door for very long.",Small and plasticky,1468368000,,
3.0,True,"01 24, 2016",A4IAUMKMNTV3E,B000GAZ6UI,{'Color:': ' Smoke'},Ron-Mich,Arrived with two chips from corners.,Three Stars,1453593600,,
3.0,False,"02 25, 2015",A10ZFE6YE0UHW8,B00JZOXF2W,,C. MacPhail,".
It's a sensible, lightweight document tube. It would be a good buy at $20 or 3 for $35.

It's made from inexpensive plastic, probably HD polyethylene.

PROs:

 - Adjustable length
 - Adjustable handle and strap work pretty well

OKs:

 - Not very waterproof. Lots of gap where the halves fit together.

CONs:

 * Overpriced (when over $20)

NIT PICKs:

 - The cap threads are feeble. You can just pull the cap off if you don't feel like unscrewing it.
 - Foul odor inside the tube
 - The screw fastening strap-to-cap was overtightened. Prevented cap from unscrewing .

- - - Measurements and Corrections - - -

 - Rolled documents up to 3.0 inches diameter will slide easily in and out of the tube.
 - At the highest 49"" mark, you can fit 50"" rolls inside the tube.
 - You can extend one notch further for 52"" documents if necessary.
 - Product dimensions (collapsed) 30.75"" x 4.25"" x 5.75""
 - The actual product weight is 2.1 pounds

- - - Disclosure - - -

The manufacturer gave me this item for review. I believe my review is impartial.

~~~ Comments & questions welcome ~~~","Lightweight, Sensible, Overpriced",1424822400,10,
